Seat No.,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412,CGPA
CS-97001,2.7,1.3,1.7,2.0,1.7,1.3,1.0,1.7,2.7,1.7,1.7,3.3,1.0,3.7,2.7,2.3,1.3,1.3,1.0,4.0,1.0,1.7,2.0,1.7,2.3,3.0,2.0,2.3,3.3,2.0,1.7,2.0,1.7,1.7,1.7,1.7,3.7,4.0,1.7,3.0,3.7,2.205
CS-97002,4.0,1.0,1.3,1.0,2.7,2.0,1.0,4.0,1.3,1.0,3.3,2.3,2.7,1.7,1.3,1.3,1.0,2.0,1.0,2.7,2.0,1.0,1.3,1.0,1.7,3.7,1.3,1.7,1.7,2.0,3.7,1.0,1.3,1.0,2.0,1.0,3.7,2.7,2.0,2.0,3.0,2.008
CS-97003,4.0,3.0,4.0,2.7,3.3,4.0,2.7,3.3,3.7,3.7,2.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,2.3,4.0,3.3,3.7,3.0,4.0,3.3,3.7,3.7,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.7,4.0,3.608
CS-97004,1.0,2.3,1.3,1.0,1.0,3.7,1.3,1.7,1.0,2.3,1.0,3.0,1.3,2.7,1.0,2.0,3.3,2.3,1.0,1.3,1.0,1.0,1.3,1.0,2.7,1.0,2.7,1.3,1.7,1.3,3.3,1.7,1.3,2.0,1.3,1.7,2.7,3.0,2.3,2.3,2.3,1.906
CS-97005,3.7,3.7,3.7,3.3,4.0,4.0,3.7,3.3,4.0,3.7,2.0,4.0,4.0,3.7,3.7,3.7,2.7,4.0,3.7,4.0,3.7,3.7,2.3,1.7,3.7,2.7,3.7,2.3,3.7,3.7,2.7,3.7,2.7,3.3,3.3,2.7,3.7,4.0,3.7,3.7,4.0,3.448
CS-97006,4.0,2.7,3.0,1.3,2.3,3.7,2.3,3.0,3.3,3.3,1.7,3.7,2.7,3.3,3.7,3.3,3.0,3.7,3.0,3.7,3.7,2.3,3.3,1.7,3.7,2.7,2.3,3.0,3.7,3.7,2.7,3.3,2.0,2.7,2.3,2.3,3.7,3.7,3.3,2.7,3.0,3.026
CS-97007,2.7,1.7,3.7,1.0,3.7,3.0,4.0,3.3,3.7,3.3,3.7,4.0,2.0,2.3,1.7,2.7,2.7,3.3,2.0,4.0,2.3,1.7,2.3,2.3,3.3,3.3,3.0,1.7,3.3,3.7,2.0,2.3,2.7,2.0,3.3,2.7,4.0,3.7,3.3,3.3,4.0,2.957
CS-97008,3.3,3.3,2.3,2.0,2.0,3.7,1.7,3.7,3.0,3.7,3.3,4.0,3.3,3.3,2.0,3.7,3.3,3.7,2.0,3.7,2.3,2.0,2.0,2.3,3.7,1.3,3.7,2.0,3.7,3.0,3.0,3.3,1.3,3.3,3.3,2.0,4.0,3.3,3.7,3.7,3.7,3.043
CS-97009,3.7,2.0,3.7,1.3,3.0,3.7,3.7,3.7,3.3,3.7,3.7,4.0,4.0,3.7,2.7,3.7,3.7,4.0,2.7,4.0,2.3,2.3,3.7,1.7,3.3,3.0,3.0,3.3,4.0,3.7,3.3,3.7,3.3,3.0,2.7,2.3,4.0,3.7,3.3,3.7,4.0,3.358
CS-97010,4.0,3.0,2.3,3.0,3.0,3.7,2.0,2.7,3.7,4.0,2.3,3.7,2.7,4.0,3.7,4.0,2.7,4.0,2.7,3.7,2.7,3.7,3.0,3.3,3.7,2.7,2.7,2.3,3.0,3.3,2.7,3.7,2.3,2.7,3.3,2.7,4.0,4.0,3.7,3.0,4.0,3.247
CS-97011,3.7,2.7,3.3,1.7,1.7,2.7,2.3,2.7,4.0,3.7,1.3,4.0,2.7,3.7,1.0,3.3,2.7,3.0,2.3,3.7,1.3,2.0,3.3,2.0,3.7,2.0,3.0,1.3,3.7,2.0,3.7,3.3,2.0,2.7,1.7,1.7,3.0,3.3,2.7,1.7,3.3,2.681
CS-97012,3.7,2.0,3.7,2.3,1.7,4.0,2.7,3.3,3.7,3.7,3.7,4.0,3.3,3.7,3.7,4.0,3.7,4.0,4.0,4.0,3.7,3.7,2.7,2.3,3.7,2.3,2.7,3.0,3.7,4.0,2.7,3.7,3.7,2.7,3.3,2.0,4.0,3.7,2.7,2.3,3.7,3.281
CS-97013,3.0,2.0,3.7,2.0,2.7,3.0,1.3,2.0,3.3,3.7,3.7,2.7,3.3,3.3,3.7,2.3,1.7,3.0,1.7,2.7,1.3,1.0,3.3,1.3,3.7,3.7,2.7,2.0,3.7,2.7,3.0,2.3,1.7,2.0,1.7,2.0,4.0,3.7,2.7,3.7,3.3,2.792
CS-97014,4.0,1.7,3.7,1.7,3.0,3.7,2.3,3.7,3.7,3.7,1.7,4.0,3.3,4.0,3.7,3.7,3.0,3.7,2.3,4.0,3.3,3.3,4.0,3.7,3.7,3.7,3.7,3.3,4.0,4.0,3.7,3.7,3.0,3.7,3.7,3.3,3.7,4.0,4.0,3.7,4.0,3.523
CS-97015,4.0,2.0,3.7,2.3,3.7,4.0,2.7,3.7,3.7,4.0,2.0,3.7,2.7,3.7,4.0,3.3,2.7,3.7,2.7,4.0,3.7,3.3,3.0,1.3,3.7,3.7,3.7,2.3,4.0,4.0,3.7,3.7,2.3,3.7,3.7,3.3,3.7,4.0,4.0,4.0,4.0,3.443
CS-97016,3.7,1.7,2.7,1.0,2.7,3.3,2.7,3.7,3.0,3.7,2.0,3.0,3.7,2.7,2.7,2.7,2.3,3.7,2.3,4.0,1.0,2.7,2.0,2.7,3.7,1.7,3.7,1.7,4.0,2.0,2.0,2.7,3.0,2.0,2.7,2.3,3.7,3.7,2.3,1.7,3.7,2.777
CS-97017,3.7,1.7,4.0,1.3,3.7,4.0,3.0,3.7,3.7,4.0,3.0,3.7,3.7,4.0,4.0,3.7,3.7,4.0,3.3,4.0,3.0,3.3,4.0,2.7,3.3,2.0,3.7,2.7,4.0,3.7,2.3,2.7,2.0,2.7,3.0,2.3,3.3,3.7,2.7,3.0,3.7,3.248
CS-97018,2.7,1.7,2.0,1.0,1.0,2.3,1.3,3.0,3.3,1.3,1.0,3.3,1.0,2.7,1.0,1.3,2.3,3.3,2.0,2.0,1.3,1.0,1.3,2.0,1.7,1.0,1.0,1.0,1.7,1.3,1.0,1.0,1.0,1.3,1.3,1.0,3.7,2.0,1.7,1.3,1.7,1.787
CS-97019,4.0,1.7,4.0,2.3,3.7,4.0,3.7,4.0,4.0,4.0,3.0,3.7,4.0,3.7,3.7,3.7,3.3,4.0,3.7,3.7,3.0,3.7,3.7,1.7,2.7,4.0,3.7,3.3,4.0,3.7,3.7,3.7,2.7,3.7,3.7,2.7,3.7,4.0,3.7,3.7,4.0,3.572
CS-97020,3.3,2.0,3.7,1.7,3.7,3.3,3.7,3.7,4.0,4.0,3.3,4.0,3.7,4.0,3.7,3.7,3.7,4.0,3.3,3.7,3.3,4.0,3.7,1.7,3.0,3.7,3.3,3.0,3.7,4.0,3.0,2.7,2.0,3.3,3.7,3.3,3.7,4.0,3.7,3.7,4.0,3.483
CS-97021,3.3,2.0,3.0,1.3,2.7,1.7,1.7,1.7,1.7,3.7,1.3,3.7,2.7,1.3,3.3,2.7,1.7,2.7,1.7,3.7,1.0,1.3,2.0,1.3,2.7,1.3,2.7,1.7,3.0,2.0,2.0,2.0,1.3,1.7,1.7,1.3,3.3,3.3,2.0,2.7,3.7,2.246
CS-97022,3.0,3.3,2.7,2.0,3.7,3.7,1.3,2.3,3.0,2.0,2.0,3.0,3.0,3.7,2.3,2.7,2.3,3.0,1.7,3.3,2.3,2.0,3.7,3.3,3.3,3.7,3.3,3.0,3.7,1.7,3.0,2.0,2.3,3.3,2.0,2.3,4.0,4.0,3.7,3.3,3.7,2.956
CS-97023,3.3,2.3,2.7,2.3,1.7,3.7,2.7,2.3,3.7,2.3,2.7,3.7,1.3,4.0,2.7,3.3,1.0,3.7,2.7,3.7,3.3,2.7,3.0,1.7,3.0,3.0,3.7,2.3,3.7,3.3,2.7,3.3,1.7,3.0,2.3,1.7,4.0,3.7,3.3,2.7,3.7,2.953
CS-97024,4.0,3.7,4.0,3.7,4.0,4.0,2.7,3.7,3.3,4.0,3.0,3.7,3.3,3.7,4.0,3.7,3.7,4.0,3.7,4.0,3.3,3.7,3.7,2.7,3.3,3.3,3.7,3.7,4.0,3.7,3.7,3.7,2.7,2.7,3.7,2.7,3.3,4.0,3.7,3.7,3.7,3.586
CS-97025,4.0,2.7,3.7,3.0,3.3,3.7,3.0,4.0,4.0,3.7,2.3,4.0,3.0,3.7,3.7,4.0,3.0,4.0,3.7,3.7,3.7,3.7,4.0,2.7,3.3,3.7,3.0,2.7,4.0,4.0,3.0,3.0,2.7,3.3,3.0,2.7,3.7,4.0,3.7,3.7,4.0,3.475
CS-97026,2.3,1.7,2.0,1.7,1.0,2.7,1.0,2.3,3.7,3.3,1.0,3.7,1.3,3.3,1.3,2.0,1.0,3.3,1.3,2.0,1.0,1.0,1.0,2.0,3.0,1.3,2.7,1.3,3.3,2.7,1.7,2.0,1.3,1.3,2.7,1.3,3.3,3.7,2.0,3.0,3.7,2.228
CS-97027,4.0,3.3,4.0,3.7,3.7,4.0,2.3,4.0,4.0,3.7,3.3,3.7,3.0,3.7,3.7,3.7,2.7,4.0,3.0,4.0,3.7,3.7,3.0,1.7,3.3,3.3,3.7,2.0,3.7,3.7,3.3,4.0,2.3,3.0,3.0,2.7,3.7,4.0,3.0,3.7,4.0,3.44
CS-97028,2.0,2.3,1.3,1.3,1.7,3.3,1.0,2.0,3.0,3.0,3.7,3.0,1.0,2.3,1.3,2.0,1.7,1.7,2.0,2.0,1.3,1.0,2.3,1.3,3.0,2.3,2.3,1.3,2.3,1.7,2.0,2.0,1.0,1.0,1.7,1.7,3.0,3.7,2.3,2.7,3.7,2.188
CS-97029,3.3,3.0,3.7,3.3,2.7,4.0,3.0,1.3,3.7,3.7,1.7,4.0,4.0,3.3,3.0,3.3,2.7,4.0,2.7,3.7,2.3,3.7,3.0,1.7,3.7,3.7,3.7,2.3,4.0,3.7,2.7,3.3,2.3,3.3,3.0,2.3,3.7,4.0,2.7,3.3,3.7,3.195
CS-97030,2.0,2.7,2.0,1.3,3.0,3.0,2.3,2.3,2.3,3.0,1.0,3.7,1.3,2.3,2.7,2.7,2.0,2.7,2.0,2.7,1.0,1.7,1.7,1.7,2.7,1.3,2.7,1.7,3.7,2.3,2.3,1.7,1.3,2.0,2.0,1.3,3.7,3.7,2.3,1.7,2.7,2.294
CS-97031,3.7,3.0,4.0,3.3,2.7,3.7,3.3,4.0,3.7,4.0,3.0,3.7,2.7,3.7,3.7,4.0,3.7,4.0,4.0,4.0,3.3,3.3,3.7,2.3,3.7,3.0,3.0,2.7,4.0,3.7,3.7,3.0,2.0,3.7,3.7,2.7,3.7,4.0,3.3,3.3,4.0,3.443
CS-97032,4.0,2.3,3.7,2.3,3.3,3.7,2.7,3.3,3.7,3.7,3.0,3.0,3.3,4.0,3.7,4.0,2.3,3.7,3.7,3.0,2.7,3.7,2.7,1.3,3.0,2.7,3.7,1.7,3.0,2.7,3.0,2.3,2.0,2.3,2.3,2.3,4.0,4.0,3.0,3.3,3.7,3.133
CS-97033,3.0,2.3,4.0,1.3,3.7,4.0,3.7,4.0,3.7,3.7,2.7,3.7,3.7,3.7,3.7,3.7,3.7,4.0,3.0,4.0,2.7,3.7,3.3,1.3,2.7,3.0,3.0,2.3,4.0,3.7,3.0,3.0,2.3,3.0,3.0,1.7,4.0,3.7,3.3,2.7,3.3,3.22
CS-97034,4.0,2.3,3.7,3.0,3.7,3.3,1.7,3.3,3.7,2.7,1.7,4.0,3.0,3.7,3.7,3.7,2.3,3.7,3.0,4.0,2.7,3.3,3.0,2.0,3.7,2.0,3.0,2.0,3.7,3.7,2.7,3.0,1.3,2.7,2.7,2.7,3.7,4.0,3.3,3.7,3.3,3.112
CS-97035,3.3,2.7,3.7,4.0,2.3,3.7,1.0,3.7,3.7,2.3,1.7,4.0,2.0,4.0,3.0,3.7,3.0,3.7,1.7,4.0,3.0,2.0,2.7,3.7,3.7,3.0,3.7,1.7,3.7,3.3,2.7,3.7,2.0,3.3,2.7,2.3,4.0,4.0,3.0,3.7,3.7,3.16
CS-97036,3.0,2.3,2.7,1.3,3.3,3.7,2.7,3.3,3.7,3.7,3.3,3.7,3.0,3.7,1.3,3.7,3.0,4.0,1.7,4.0,2.7,2.3,3.0,2.0,3.7,2.3,3.0,1.7,4.0,3.7,2.7,3.0,1.7,2.0,3.0,2.3,3.7,4.0,2.7,2.7,3.7,3.019
CS-97037,3.3,3.3,3.7,2.7,3.3,3.7,2.3,3.3,3.7,3.0,1.7,4.0,2.3,3.7,3.7,3.7,2.0,3.7,3.0,3.7,2.7,3.7,3.3,2.0,3.3,2.0,3.3,2.7,3.3,3.3,2.7,3.7,2.3,2.3,2.7,2.3,3.7,4.0,2.7,3.7,3.7,3.164
CS-97038,3.0,2.0,3.7,2.7,3.3,4.0,4.0,3.7,3.7,3.7,3.7,3.7,1.3,4.0,3.7,3.7,3.0,4.0,3.0,3.3,3.3,2.7,3.7,2.7,3.3,2.7,3.3,2.3,4.0,3.7,3.3,3.7,3.0,3.0,3.3,2.0,3.7,3.7,3.3,3.3,3.7,3.332
CS-97039,1.7,1.7,1.0,1.0,2.3,2.3,1.7,1.0,2.0,2.0,1.7,3.7,2.3,3.0,2.7,3.0,2.3,3.7,1.7,3.0,1.3,1.7,1.7,1.7,1.7,2.7,2.7,1.3,3.7,2.0,1.3,1.3,2.3,1.3,1.3,1.0,3.7,3.3,2.3,1.7,3.3,2.165
CS-97040,3.7,3.7,3.3,3.3,3.7,4.0,3.3,4.0,4.0,3.7,4.0,3.3,2.7,4.0,3.7,4.0,3.7,4.0,3.7,3.7,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,2.3,3.7,4.0,3.7,3.7,3.0,3.7,3.0,4.0,3.7,3.0,3.0,4.0,3.7
CS-97041,3.7,2.7,2.7,2.0,3.7,4.0,4.0,2.7,3.7,2.7,2.7,4.0,2.0,3.7,3.3,3.0,2.7,3.0,2.0,3.3,2.0,2.3,2.0,1.7,3.7,2.3,3.0,2.3,4.0,3.7,2.7,3.0,2.7,3.3,2.7,2.0,3.7,4.0,3.3,3.7,3.7,3.033
CS-97042,3.0,2.0,2.3,2.0,1.3,3.7,1.3,2.7,3.0,3.3,3.3,3.7,2.7,3.3,3.7,3.3,1.7,2.3,2.7,3.7,1.3,2.7,3.0,2.0,2.7,1.3,3.0,2.0,3.3,2.3,2.0,2.7,1.3,2.0,3.0,1.3,3.7,4.0,2.7,3.3,3.7,2.696
CS-97043,3.3,2.0,3.0,2.0,2.7,3.7,1.0,3.7,3.7,2.7,3.7,3.7,2.7,3.7,3.3,2.7,1.3,3.3,1.7,3.7,1.7,1.7,2.3,1.3,3.0,3.7,3.0,1.7,3.7,3.7,4.0,2.7,1.7,1.7,2.7,1.7,4.0,3.7,2.3,3.0,3.7,2.851
CS-97044,1.7,3.3,2.0,3.3,2.3,3.7,3.3,2.7,4.0,4.0,2.3,3.7,1.0,3.3,1.0,3.7,1.7,3.3,2.3,1.3,3.0,2.7,3.3,2.7,3.7,2.7,3.7,2.3,3.7,3.0,3.3,3.7,3.3,3.3,2.7,2.3,4.0,3.7,2.7,3.0,4.0,3.058
CS-97045,1.0,2.0,,,,1.7,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493
CS-97046,3.0,2.7,2.7,1.3,1.7,2.0,1.0,3.0,3.7,3.0,2.0,3.3,1.7,2.7,1.3,1.3,3.0,1.0,1.0,1.7,3.7,3.0,1.3,1.0,2.0,1.3,1.7,1.3,3.0,1.0,1.0,1.0,3.0,1.3,1.3,2.0,2.3,2.7,2.0,1.0,2.7,2.069
CS-97047,3.7,1.7,2.3,1.7,1.0,2.3,1.3,1.3,3.3,2.3,1.7,3.7,1.0,3.7,1.0,1.0,1.0,2.0,1.3,1.3,1.0,1.0,3.7,2.3,2.3,2.3,1.0,2.3,1.7,1.0,1.0,1.0,1.0,1.3,2.7,1.0,3.7,2.7,1.7,2.0,2.7,1.996
CS-97048,3.7,3.3,3.7,3.7,4.0,4.0,4.0,4.0,4.0,2.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,3.7,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.897
CS-97049,4.0,3.7,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.7,4.0,4.0,4.0,3.3,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,3.7,2.7,4.0,3.0,4.0,3.7,4.0,3.0,4.0,3.848
CS-97050,3.7,3.7,4.0,3.7,3.7,4.0,3.7,4.0,4.0,3.7,3.0,4.0,3.7,4.0,3.7,3.3,3.3,4.0,3.7,4.0,2.3,4.0,4.0,2.7,3.7,1.7,3.0,3.7,3.7,4.0,3.3,3.7,2.3,2.3,3.3,1.7,3.7,4.0,3.3,1.0,4.0,3.404
CS-97051,2.3,1.0,2.0,1.0,1.3,3.0,3.7,1.7,2.0,2.7,2.3,3.0,1.0,2.3,1.3,2.0,1.0,2.3,1.7,1.0,1.3,1.7,2.3,1.3,2.0,2.0,2.0,3.0,3.3,2.0,2.0,2.3,2.7,1.7,1.7,2.0,3.3,4.0,2.7,2.7,3.7,2.254
CS-97052,1.7,3.0,2.7,2.7,3.0,3.3,1.0,2.7,3.3,1.0,3.0,3.7,1.7,3.3,1.7,2.7,1.7,3.3,2.0,3.0,2.0,2.3,3.0,1.7,3.0,2.0,2.7,2.3,2.7,2.7,2.3,2.3,1.3,2.7,2.3,1.7,3.7,3.7,3.3,3.0,3.7,2.655
CS-97053,2.7,2.3,3.0,2.3,3.7,2.3,4.0,2.3,3.0,2.3,2.3,3.7,4.0,3.3,3.7,3.7,3.0,3.7,3.0,3.3,2.7,3.3,3.7,3.0,3.7,3.0,3.3,1.7,3.3,3.7,2.7,3.0,2.3,2.7,2.7,2.7,4.0,4.0,3.0,3.0,3.7,3.106
CS-97054,2.7,2.7,2.0,2.7,1.7,3.7,2.3,2.7,3.7,3.7,4.0,3.0,2.3,3.3,3.0,2.7,3.3,4.0,3.0,3.7,2.3,2.7,2.3,1.7,2.7,3.3,2.7,1.0,4.0,2.3,2.7,1.7,1.3,1.7,1.3,2.0,3.7,4.0,2.7,3.0,3.7,2.793
CS-97055,3.7,2.3,4.0,1.7,4.0,3.3,2.7,4.0,3.7,4.0,1.3,3.7,3.7,3.7,3.0,2.7,1.7,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.7,1.7,3.3,2.3,4.0,3.7,2.7,2.7,1.7,2.3,2.7,2.7,3.7,4.0,3.3,3.7,3.7,3.023
CS-97056,3.3,2.3,3.0,1.7,4.0,3.3,3.3,2.0,3.7,4.0,3.7,3.7,3.7,3.7,3.7,3.7,1.7,3.0,2.3,3.7,3.3,3.7,3.0,1.3,3.3,2.3,2.7,2.3,3.3,3.7,2.7,2.0,1.3,2.0,2.7,1.7,4.0,3.7,3.7,2.7,3.7,3.01
CS-97057,4.0,3.0,3.7,3.3,4.0,3.7,2.3,3.7,3.7,3.0,2.0,3.7,4.0,4.0,4.0,3.7,4.0,4.0,3.7,4.0,3.7,4.0,4.0,1.7,3.3,2.7,3.0,3.3,3.7,4.0,2.3,3.7,3.0,2.3,3.3,1.7,3.7,4.0,3.7,2.3,4.0,3.4
CS-97058,1.3,1.7,1.7,1.0,1.0,2.7,2.3,2.3,1.0,1.0,1.7,1.0,1.7,2.0,1.0,1.3,1.3,3.7,2.0,1.3,1.0,1.3,3.7,1.7,1.0,3.7,1.7,1.7,2.7,1.7,1.0,1.0,2.0,1.3,2.0,2.3,3.7,2.7,3.0,1.3,1.7,1.899
CS-97059,3.3,3.0,2.3,3.7,3.7,3.7,1.7,3.0,3.7,3.3,2.7,4.0,4.0,3.7,3.0,3.0,3.7,4.0,2.7,3.7,3.0,3.0,3.3,1.7,3.7,2.0,3.0,2.3,4.0,2.7,3.0,3.3,2.7,3.7,2.7,1.7,3.7,4.0,2.7,3.0,3.7,3.168
CS-97060,3.7,2.7,2.0,1.3,1.7,3.3,1.7,2.7,3.7,4.0,1.0,3.7,1.0,3.7,2.7,2.7,2.7,2.7,1.3,3.7,1.0,1.3,1.7,1.0,2.7,2.0,3.0,1.3,3.7,3.0,2.3,2.7,1.3,2.3,1.7,1.7,3.3,3.7,3.0,3.3,3.7,2.57
CS-97061,2.0,3.3,,1.3,1.7,2.7,0.0,1.0,3.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.418
CS-97062,3.7,2.7,2.0,1.7,2.7,2.7,1.0,2.0,2.7,3.3,1.7,3.7,2.0,3.7,1.7,2.3,2.3,1.7,1.7,3.7,1.0,2.7,2.0,2.7,3.0,2.0,2.7,2.3,3.7,3.0,1.7,2.7,1.0,2.3,1.7,1.7,3.7,4.0,3.0,3.3,3.7,2.564
CS-97063,3.0,1.7,3.0,1.3,2.7,2.3,2.3,2.0,3.7,1.7,1.0,3.7,1.3,3.7,2.3,3.3,1.0,1.3,1.7,3.3,1.0,1.7,1.3,1.0,3.3,2.3,2.7,2.0,3.7,2.7,2.0,2.7,2.7,1.7,2.0,2.3,3.7,3.7,2.7,2.7,3.7,2.468
CS-97064,3.7,2.7,4.0,3.3,4.0,4.0,3.0,4.0,4.0,2.7,3.7,4.0,4.0,4.0,3.7,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.3,4.0,4.0,3.7,4.0,4.0,4.0,4.0,3.7,3.7,3.7,2.3,3.7,4.0,3.7,4.0,3.7,3.769
CS-97065,2.7,2.7,3.7,1.3,2.3,3.7,2.0,3.7,3.7,1.7,2.7,2.7,3.7,3.7,3.3,3.0,3.7,4.0,2.7,2.7,3.0,3.7,3.7,2.3,2.3,2.7,2.3,2.0,3.7,3.7,2.0,3.0,2.0,2.3,2.7,2.0,3.7,3.7,2.7,3.7,3.3,2.999
CS-97066,3.7,2.7,2.7,1.0,2.0,3.3,2.0,2.7,3.7,3.3,1.7,4.0,1.3,3.3,2.7,3.0,2.3,2.7,3.0,3.7,2.0,2.0,1.3,2.0,3.0,2.7,3.0,1.3,4.0,2.3,1.7,3.0,1.3,2.7,2.7,2.7,3.7,4.0,3.0,3.0,3.7,2.768
CS-97067,3.7,1.7,2.0,1.0,2.3,3.0,1.0,2.3,2.7,3.0,2.7,3.3,2.0,3.7,1.7,3.3,1.7,2.0,3.0,3.7,2.3,2.0,3.0,2.7,3.3,2.3,3.0,2.3,3.7,3.7,3.7,3.0,2.0,2.3,2.7,2.3,3.7,3.7,3.3,3.3,3.7,2.822
CS-97068,3.7,1.7,3.7,1.7,3.7,4.0,1.3,3.7,3.7,3.7,2.0,3.0,3.7,3.7,3.3,3.7,3.0,3.7,2.7,3.7,2.7,3.7,3.3,1.3,2.7,2.7,3.0,3.0,4.0,3.7,2.3,3.3,1.7,2.7,2.3,2.7,3.7,4.0,3.0,3.7,4.0,3.189
CS-97069,3.0,2.0,3.3,1.7,3.3,3.7,4.0,3.7,3.7,3.7,3.7,3.7,1.7,3.7,1.0,3.0,1.3,4.0,3.0,3.7,1.7,1.3,3.0,1.7,3.7,1.0,2.0,1.3,1.7,2.7,2.3,3.0,2.3,1.7,1.7,1.7,4.0,3.3,2.7,2.3,3.7,2.715
CS-97070,4.0,1.7,4.0,2.7,4.0,3.7,2.7,3.7,3.7,4.0,2.7,4.0,4.0,4.0,4.0,4.0,3.7,4.0,3.0,4.0,3.7,4.0,3.7,2.0,2.7,3.3,4.0,3.3,4.0,4.0,3.7,3.7,2.7,3.0,3.7,2.7,3.7,4.0,3.7,3.7,4.0,3.578
CS-97071,3.7,3.3,3.7,3.3,3.0,4.0,3.7,4.0,3.7,4.0,2.0,4.0,2.0,4.0,3.7,4.0,3.3,3.7,3.3,3.7,3.3,3.7,3.0,2.0,3.7,3.7,3.7,3.3,3.7,3.7,3.7,3.7,2.7,3.7,3.7,2.0,3.7,4.0,3.7,3.0,3.7,3.49
CS-97072,3.7,3.0,3.0,1.7,3.7,4.0,2.7,3.3,2.7,3.0,2.0,3.7,2.0,3.7,3.7,3.7,3.0,4.0,3.7,3.7,3.7,3.3,3.7,1.0,2.0,1.7,3.0,1.3,4.0,3.0,2.3,3.7,2.3,1.3,1.3,1.3,2.7,4.0,2.0,2.3,2.7,2.805
CS-97073,3.7,2.3,3.7,2.3,2.7,4.0,3.0,3.7,3.3,3.7,3.3,3.7,2.3,3.7,3.7,3.7,3.3,4.0,3.0,4.0,3.7,4.0,3.7,2.3,3.7,3.7,3.7,2.7,3.7,3.7,3.3,3.7,2.7,3.0,3.7,2.3,3.7,4.0,3.3,4.0,3.7,3.458
CS-97074,4.0,2.7,3.3,1.3,1.3,3.7,1.0,2.7,3.7,4.0,1.7,4.0,2.0,2.3,1.7,1.7,1.0,1.7,1.3,1.7,1.0,1.0,1.3,1.7,2.3,2.7,2.3,1.0,3.3,2.0,1.3,2.0,2.0,2.3,2.0,1.3,3.3,3.3,2.3,2.3,3.7,2.34
CS-97075,3.7,2.7,3.0,2.7,1.3,3.7,2.0,3.7,3.0,3.7,2.3,3.7,3.0,4.0,4.0,4.0,2.7,3.7,2.0,4.0,3.0,3.3,3.3,2.0,3.3,3.7,3.7,2.7,4.0,3.3,3.3,3.3,2.3,3.7,3.0,2.3,3.7,4.0,2.7,3.0,3.7,3.252
CS-97076,2.7,1.7,3.0,1.0,2.7,2.3,1.7,2.7,2.0,2.3,3.0,2.7,2.3,2.7,3.0,3.0,3.3,3.3,2.3,3.7,1.0,1.3,1.7,1.3,2.7,3.3,3.0,2.0,3.7,2.3,2.7,3.0,2.0,2.7,2.7,2.7,4.0,4.0,3.0,3.0,3.3,2.683
CS-97077,3.7,2.3,3.3,3.0,2.3,3.7,3.0,3.7,3.7,3.7,2.7,3.7,3.3,3.7,3.7,3.7,2.0,3.7,3.7,4.0,2.3,2.3,3.0,2.7,3.7,3.7,3.7,3.0,3.7,3.3,3.7,3.7,3.0,3.7,3.7,2.3,3.7,4.0,3.0,3.7,3.7,3.378
CS-97078,3.7,2.7,4.0,2.3,2.7,3.7,2.3,3.0,3.7,2.7,2.3,4.0,3.7,3.3,2.7,3.7,2.3,3.7,2.7,3.7,2.7,2.7,3.0,2.7,3.7,3.7,3.7,2.0,4.0,3.7,3.7,3.0,2.0,3.7,3.7,3.7,4.0,4.0,3.0,4.0,4.0,3.295
CS-97079,3.0,2.0,3.3,3.0,4.0,3.7,2.7,3.7,3.7,2.7,1.7,4.0,3.7,4.0,3.7,3.7,2.7,3.7,3.0,3.7,3.0,2.7,3.7,1.3,3.7,3.7,3.0,2.0,3.7,4.0,3.3,3.3,2.0,3.3,2.7,2.7,3.7,4.0,2.3,3.3,3.7,3.193
CS-97080,4.0,2.7,4.0,2.7,4.0,3.7,4.0,4.0,3.0,4.0,2.7,3.7,3.7,4.0,4.0,4.0,4.0,4.0,3.3,4.0,3.7,4.0,4.0,2.7,3.7,3.7,3.7,3.7,4.0,4.0,3.0,3.7,3.7,3.7,3.0,3.0,3.7,4.0,3.7,3.3,4.0,3.647
